Blocco,Ordine,ID Progetto,Indirizzo,Impresa,Tempo cumulato (s),Parte,Link Google Maps,Ultima,Descrizione
11,8,491290,Via Puccini  40026 Imola ( BO ),Mucini Srl di Mucini Gianfranco,13848,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4437443%2C11.4788431/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867"", ""Blocco 10 Parte 1"")",,
11,9,481673,Via Brando Brandi  47121 Forlì ( FC ),Olivucci Enea Srl,17341,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4437443%2C11.4788431/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867"", ""Blocco 10 Parte 1"")",,
11,10,510751,Via Ca' Rossa  47121 Forlì ( FC ),Valbonetti Costruzioni srl,18903,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4437443%2C11.4788431/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867"", ""Blocco 10 Parte 1"")",,
11,11,505048,Via Autoparco  47122 Forlì ( FC ),CSC Costruzioni srl; Capogruppo ATI; Minicucci Cairo Srl,20670,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.2323214%2C12.0342214/44.1910269%2C12.1290072/44.1092242%2C12.327577/44.1063682%2C12.3363412"", ""Blocco 10 Parte 2"")",,
11,12,522326,Via della Repubblica  47034 Forlimpopoli ( FC ),Gazzoni srl,22748,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.2323214%2C12.0342214/44.1910269%2C12.1290072/44.1092242%2C12.327577/44.1063682%2C12.3363412"", ""Blocco 10 Parte 2"")",,
11,13,535601,via Loreto  47521 Cesena ( FC ),Impresa Edile Medri Renzo & C. snc,25266,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.2323214%2C12.0342214/44.1910269%2C12.1290072/44.1092242%2C12.327577/44.1063682%2C12.3363412"", ""Blocco 10 Parte 2"")",ultima azienda da visitare,
11,14,515185,P.zza Togliatti  47035 Gambettola ( FC ),Impresa Edile Medri Renzo & C. snc,26641,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.2323214%2C12.0342214/44.1910269%2C12.1290072/44.1092242%2C12.327577/44.1063682%2C12.3363412"", ""Blocco 10 Parte 2"")",ultima azienda da visitare,
12,1,510093,Via De Gasperi  35030 Rubano ( PD ),Tiemme Costruzioni Edili SpA,0,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752/45.0740046%2C11.8920927/44.8222858%2C11.5990795"", ""Blocco 5 Parte 1"")",,
12,2,525291,"Via Cardinale Borromeo, 82  35030 Rubano ( PD )",Vega srl,1465,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752/45.0740046%2C11.8920927/44.8222858%2C11.5990795"", ""Blocco 5 Parte 1"")",,
12,3,526737,Via Caduti di Nassyria snc  35035 Mestrino ( PD ),Costruzioni Zanta Silvano Srl,3213,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752/45.0740046%2C11.8920927/44.8222858%2C11.5990795"", ""Blocco 5 Parte 1"")",,
12,4,407299,via Verdi  35013 Cittadella ( PD ),Tiemme Costruzioni Edili SpA,6566,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752/45.0740046%2C11.8920927/44.8222858%2C11.5990795"", ""Blocco 5 Parte 1"")",,
12,5,523550,Via Da Vinci  35014 Fontaniva ( PD ),Tiemme Costruzioni Edili SpA,8122,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752/45.0740046%2C11.8920927/44.8222858%2C11.5990795"", ""Blocco 5 Parte 1"")",,
12,6,525343,Via Draganziolo  35017 Piombino Dese ( PD ),Impresa Edile Tosatto Mauro,10913,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752/45.0740046%2C11.8920927/44.8222858%2C11.5990795"", ""Blocco 5 Parte 1"")",,
12,7,503994,Via W. Ferrari 30  45100 Rovigo ( RO ),Milan Luigi srl,15511,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752/45.0740046%2C11.8920927/44.8222858%2C11.5990795"", ""Blocco 5 Parte 1"")",,
12,8,519033,Via Oroboni  45100 Rovigo ( RO ),Consorzio Innova Società Cooperativa,16876,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752/45.0740046%2C11.8920927/44.8222858%2C11.5990795"", ""Blocco 5 Parte 1"")",,
12,9,500059,Via della Pace  45010 Villadose ( RO ),Edilcos Costruzioni srl,18706,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752/45.0740046%2C11.8920927/44.8222858%2C11.5990795"", ""Blocco 5 Parte 1"")",,
12,10,510855,Via Verga 62  44124 Ferrara ( FE ),Rico Costruzioni srl; integrato; integrato aggiudicato all'impresa segnalata che ha indicato i,22473,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752/45.0740046%2C11.8920927/44.8222858%2C11.5990795"", ""Blocco 5 Parte 1"")",,
12,11,515418,Via Spadari  44121 Ferrara ( FE ),Costruzioni Borelli,24199,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.8384874%2C11.6170539/44.76243849999999%2C11.4895676"", ""Blocco 5 Parte 2"")",ultima azienda da visitare,
12,12,497722,Via Nenni 41  44028 Poggio Renatico ( FE ),Medil srl Costruzioni Generali; integrato,26694,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.8384874%2C11.6170539/44.76243849999999%2C11.4895676"", ""Blocco 5 Parte 2"")",ultima azienda da visitare,
13,1,496942,Via Lorenzini 1  44020 Ostellato ( FE ),Medil srl Costruzioni Generali,0,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405/44.157584%2C10.9793094/44.2785198%2C11.2734551/44.356627%2C10.5078975"", ""Blocco 13 Parte 1"")",,
13,2,496946,Via Roma 39  44015 Portomaggiore ( FE ),Alco Costruzioni srl,2001,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405/44.157584%2C10.9793094/44.2785198%2C11.2734551/44.356627%2C10.5078975"", ""Blocco 13 Parte 1"")",,
13,3,496560,Via Tisi 4  44011 Argenta ( FE ),Cires Società Cooperativa; Consorzio Integra Società Cooperativa; Seep Bo srl,4123,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405/44.157584%2C10.9793094/44.2785198%2C11.2734551/44.356627%2C10.5078975"", ""Blocco 13 Parte 1"")",,
13,4,479028,Via P. Togliatti  40050 Monte San Pietro ( BO ),Ter Costruzioni srl,4123,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405/44.157584%2C10.9793094/44.2785198%2C11.2734551/44.356627%2C10.5078975"", ""Blocco 13 Parte 1"")",,
13,5,495412,Via Lama di Reno 30  40043 Marzabotto ( BO ),Balestri Srl; Effe-Gi Impianti Srl,6873,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405/44.157584%2C10.9793094/44.2785198%2C11.2734551/44.356627%2C10.5078975"", ""Blocco 13 Parte 1"")",,
13,6,518963,Via Nazionale 86  40038 Vergato ( BO ),IOLA Costruzioni srl,9150,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405/44.157584%2C10.9793094/44.2785198%2C11.2734551/44.356627%2C10.5078975"", ""Blocco 13 Parte 1"")",,
13,7,519182,Loc. Ponte Palagio  40030 Grizzana Morandi ( BO ),Balestri Srl; Bernardi Sergio Srl; Capogruppo ATI; Tovoli Primo Srl,11031,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405/44.157584%2C10.9793094/44.2785198%2C11.2734551/44.356627%2C10.5078975"", ""Blocco 13 Parte 1"")",,
13,8,524431,Via Fornaci 12  40030 Castel di Casio ( BO ),Balestri Srl,12930,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405/44.157584%2C10.9793094/44.2785198%2C11.2734551/44.356627%2C10.5078975"", ""Blocco 13 Parte 1"")",,
13,9,526592,Via Alpini d'Italia  40036 Monzuno ( BO ),Ingegneria & Costruzioni srl; assegnato,17217,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405/44.157584%2C10.9793094/44.2785198%2C11.2734551/44.356627%2C10.5078975"", ""Blocco 13 Parte 1"")",,
13,10,489750,Loc. Quara  42010 Toano ( RE ),Tazzioli e Magnani srl,17217,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405/44.157584%2C10.9793094/44.2785198%2C11.2734551/44.356627%2C10.5078975"", ""Blocco 13 Parte 1"")",,
13,11,463961,Via del Municipio 2  47028 Verghereto ( FC ),Baglioni srl,17217,2,"=HYPERLINK(""https://www.google.com/maps/dir/43.79529%2C12.00567/43.777489%2C12.0911565"", ""Blocco 13 Parte 2"")",,
13,12,520141,Loc. Balze  47028 Verghereto ( FC ),Edil Balze Srl; Lucos srl,19532,2,"=HYPERLINK(""https://www.google.com/maps/dir/43.79529%2C12.00567/43.777489%2C12.0911565"", ""Blocco 13 Parte 2"")",ultima azienda da visitare,
