ID Progetto,File,Indirizzo,Imprese,Valore Stimato
526635,"PIEMONTE, LIGURIA, VENETO (1)",Via Sempione  28040 Varallo Pombia ( NO ),RGM di Raso Rosario & C sas,4000000
526644,LOMBARDIA X FEDE,Via Muggiasca  20872 Cornate d'Adda ( MB ),Gianluca srl,960000
526647,LOMBARDIA X FEDE,Via Zoia  20100 Milano ( MI ),ArCo Lavori s.coop.consortile; Hana srl,6298000
526671,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Mazzini  54027 Pontremoli ( MS ),Cecchini Alfredo Srl,1800000
526706,LOMBARDIA X FEDE,Via Salita Andrea Brenta  22010 Argegno ( CO ),Aida srl,800000
526712,LOMBARDIA X FEDE,Via XXV Aprile  22029 Uggiate con Ronago ( CO ),Costruire srl,900000
526716,LOMBARDIA X FEDE,Via XXIV Maggio 37  27038 Robbio ( PV ),Vesoli Francesco srl,550000
526737,"PIEMONTE, LIGURIA, VENETO (1)",Via Caduti di Nassyria snc  35035 Mestrino ( PD ),Costruzioni Zanta Silvano Srl,600000
526749,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Marconi  39055 Laives ( BZ ),Dalle Nogare Costruzioni srl,2560000
526753,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via della Palade 55  39012 Merano ( BZ ),Dalle Nogare Costruzioni srl,5760000
526772,"PIEMONTE, LIGURIA, VENETO (1)",Via Europa 43  36010 Velo d'Astico ( VI ),Stone srl,1440000
526775,"PIEMONTE, LIGURIA, VENETO (1)",Via Comugne  30020 Pramaggiore ( VE ),Galli srl,780000
526777,"PIEMONTE, LIGURIA, VENETO (1)",Via Verona  37068 Vigasio ( VR ),Bau Sistem srl,750000
526789,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Cristoforo Colombo 106   60100 Ancona ( AN ),Capogruppo ATI; Pagano SpA,3182000
526829,"PIEMONTE, LIGURIA, VENETO (1)",Via Provinciale 9  15060 Voltaggio ( AL ),CSG Costruzioni srl,742000
526871,"PIEMONTE, LIGURIA, VENETO (1)",Via Agnesi 8  18100 Imperia ( IM ),Azimut Lavori di Concetto La Spina 6 C. sas,555000
526893,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Forlì  40018 San Pietro in Casale ( BO ),SEI Sistemi Edili Integrati srl,750000
526949,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Berlinguer  50063 Figline e Incisa Valdarno ( FI ),Angim srl,600000
526998,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Generale Giacomo Medici 40  38123 Trento ( TN ),Costruzioni Angelini srl,1600000
527012,LOMBARDIA X FEDE,Via Maria Ausiliatrice 4   20871 Vimercate ( MB ),Ancona Benedetto srl,645000
527017,LOMBARDIA X FEDE,Via Verdi  20816 Ceriano Laghetto ( MB ),Cev srl - Costruzioni Edili di Vavassori Silvio,1440000
527021,LOMBARDIA X FEDE,Via Donizzetti 4  20836 Briosco ( MB ),Residenza la Torre srl,2400000
527029,LOMBARDIA X FEDE,Via Isonzo 10  20867 Caponago ( MB ),Edelit srl,800000
527072,LOMBARDIA X FEDE,Via Mosso 4  20127 Milano ( MI ),Pascolo srl,843000
527076,LOMBARDIA X FEDE,Via Donato Bramante 10  20020 Magnago ( MI ),Costruzioni 700 srls,900000
527082,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Frattini  41053 Maranello ( MO ),Progetto Edile srl,1200000
527249,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Orione  47923 Rimini ( RN ),Genius srl,1800000
527279,"PIEMONTE, LIGURIA, VENETO (1)",Via Pratorotondo  16016 Cogoleto ( GE ),Rossi Costruzioni Edili & C sas,700000
527315,LOMBARDIA X FEDE,Via Marconi 248  20099 Sesto San Giovanni ( MI ),Impresa Edile Mariani srl,5200000
527319,LOMBARDIA X FEDE,Via Nani  23100 Sondrio ( SO ),ALPI Cons.Stabile scarl; HW Style srl,4409000
527386,LOMBARDIA X FEDE,Via Cavour 2  21019 Somma Lombardo ( VA ),Capogruppo ATI,2990000
527387,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",V.le Dante  33170 Pordenone ( PN ),Impresa Biscontin SpA,2100000
527439,LOMBARDIA X FEDE,Via Stazione  24030 Paladina ( BG ),Impresa Edili Bonalumi,1000000
527465,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via San Nicolò  38037 Predazzo ( TN ),Impresa Costruzioni Tollot srl,5372000
527638,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Loc. Camucia  52044 Cortona ( AR ),Capogruppo ATI; Grisenti srl Impianti Elettrici Industriali Civili,1882000
527652,LOMBARDIA X FEDE,Via Cusago 96  20153 Milano ( MI ),Giuppi srl,6000000
527658,LOMBARDIA X FEDE,Via Baldinucci 46  20158 Milano ( MI ),Caiabono srl,5600000
527660,LOMBARDIA X FEDE,C.so Europa 2  20122 Milano ( MI ),Esse A3 srl,5000000
527672,"PIEMONTE, LIGURIA, VENETO (1)",Terraglio Est  31030 Casier ( TV ),Tecta Costruzioni Generali,11000000
527698,LOMBARDIA X FEDE,Via degli Ulivi  25038 Rovato ( BS ),Reccagni Costruzioni srl,1000000
527738,LOMBARDIA X FEDE,Via Grazzine 23  25128 Brescia ( BS ),Azimut srl,2000000
527741,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",via  Montebello  29121 Piacenza ( PC ),CFC Consorzio fra Costruttori s.coop.; Consorzio Stabile Poliedro,6575000
527815,"PIEMONTE, LIGURIA, VENETO (1)",Via Milano  35020 Albignasego ( PD ),Immobiliare Barison Srl,2100000
527821,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via De Gasperi  50051 Castelfiorentino ( FI ),Ariete Soc. Coop.; B21 Facility Management soc. coop.; CAMST soc.coop. a rl; CNS Consorzio Nazionale Servizi Società; Cires Società Cooperativa; Kineo Energy e Facility srl; Mini Costruzioni Srl,1982000
527822,"PIEMONTE, LIGURIA, VENETO (1)","Via A. Palladio, 16  36045 Lonigo ( VI )",CF Costruzioni Edili srl,640000
527825,"PIEMONTE, LIGURIA, VENETO (1)",Via Orlandini 10  35131 Padova ( PD ),Ruffato Mario srl,3891000
527844,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via del Pioppo 55  33010 Pagnacco ( UD ),Boldarino Costruzioni srl,2839000
527851,"PIEMONTE, LIGURIA, VENETO (1)",V.lo Fanio Soligo  31040 Volpago del Montello ( TV ),Martini Costruzioni Generali srl,750000
527852,LOMBARDIA X FEDE,Via Carlo D'Angiò  46044 Goito ( MN ),Edildi di Dancelli Enrico & C snc,800000
527862,"PIEMONTE, LIGURIA, VENETO (1)",Via Provinciale Est  37060 Buttapietra ( VR ),Rino Fracca Srl,600000
527863,LOMBARDIA X FEDE,Via Bergamo  20047 Cusago ( MI ),Devero Costruzioni SpA,5000000
527935,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Antonio di Piergiacomo 6  62027 San Severino Marche ( MC ),Revo Costruzioni srl,1245000
527957,LOMBARDIA X FEDE,Via Toscana 7  20084 Lacchiarella ( MI ),Lakimm srl,3000000
528095,LOMBARDIA X FEDE,via Martin Luther King 1  24121 Bergamo ( BG ),Impresa Edile De Carli Andrea srl; Impresa Edile Paris Giovanni & C snc,2500000
528103,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",via Don Orsi  43013 Langhirano ( PR ),Chiastra & Pattera Costruzioni srl,2850000
528128,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Planis  33100 Udine ( UD ),Sfea srl,2720000
528225,"PIEMONTE, LIGURIA, VENETO (1)","Via Martiri d'Ungheria, 250  35029 Pontelongo ( PD )",Gemmo SpA,1574000
528306,"PIEMONTE, LIGURIA, VENETO (1)",C.so Machiavelli  10078 Venaria Reale ( TO ),AREA Costruzioni SpA,3000000
528326,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Grandi  53041 Asciano ( SI ),ArCo Lavori s.coop.consortile,2736000
528360,LOMBARDIA X FEDE,Campus La Masa - Bovisa  20156 Milano ( MI ),Notarimpresa SpA,
528372,"PIEMONTE, LIGURIA, VENETO (1)",via Pescarotto  35131 Padova ( PD ),CEV SpA,24000000
528430,LOMBARDIA X FEDE,V.le Cremona 178  27100 Pavia ( PV ),Sica Group srl,3040000
528439,LOMBARDIA X FEDE,Via Zuccala 1  24031 Almenno San Salvatore ( BG ),Gervasoni Bruno srl,867000
528499,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Roma 29  38073 Cavedine ( TN ),Rialty srls,640000
528520,"PIEMONTE, LIGURIA, VENETO (1)",Via San Giovanni di Verdara  35020 Padova ( PD ),Rosso srl; integrato,3080000
528536,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",C.so Cavour 2  62100 Macerata ( MC ),Consorzio Edil.Art,4976000
528555,"PIEMONTE, LIGURIA, VENETO (1)",Via Gramsci 3 ang. Via C. Colombo  13900 Biella ( BI ),Essegi srl,2000000
528563,LOMBARDIA X FEDE,Via Davanzati 20  20158 Milano ( MI ),C&I Group srl,2000000
528569,"PIEMONTE, LIGURIA, VENETO (1)",Via Fortunato Postiglione   10024 Moncalieri ( TO ),Sintexcal SpA,1000000
528575,LOMBARDIA X FEDE,P.za del Mercato  25060 Tavernole sul Mella ( BS ),Edilcantieri Costruzioni srl,868000
528595,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Jacopo Berengario 51   41100 Modena ( MO ),VF Costruzioni e Restauri Srl,3044000
528603,"PIEMONTE, LIGURIA, VENETO (1)",Via Valduggia   28100 Novara ( NO ),Talpo Massimo Costruzioni,1000000
528646,LOMBARDIA X FEDE,Q.re Sanpolino  25134 Brescia ( BS ),Dicataldo Sabino; integrato,15522000
528672,LOMBARDIA X FEDE,Via Alessandria 5  20025 Legnano ( MI ),Monaci Costruzioni srl,1300000
528688,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Fabio Filzi 1  38062 Arco ( TN ),Teoca Costruzioni srl,2000000
528704,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",via Emilia Ponente 56  40100 Bologna ( BO ),Tecnocem srl,10000000
528749,"PIEMONTE, LIGURIA, VENETO (1)",Via Italia 4  10093 Collegno ( TO ),Secap SpA,12000000
528814,LOMBARDIA X FEDE,Via Luigi Galvani 13  20019 Settimo Milanese ( MI ),Galvani Costruzioni srl,5000000
528816,LOMBARDIA X FEDE,Via Antonio Vivaldi 19  20052 Vignate ( MI ),Gieffe srl,4800000
528818,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Cerere  38062 Arco ( TN ),Angelini Remo & C srl,2600000
528848,"PIEMONTE, LIGURIA, VENETO (1)",P.le Emanuele Brignole 2  16136 Genova ( GE ),Gral Costruzioni srl,1167000
528856,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via del Parco  50056 Montelupo Fiorentino ( FI ),Teknos SpA,3139000
528922,"PIEMONTE, LIGURIA, VENETO (1)",P.zza Calvi  31015 Conegliano ( TV ),Luma srl,1500000
528990,"PIEMONTE, LIGURIA, VENETO (1)",Via Monsignor Filippi  36027 Rosà ( VI ),LM Costruzioni Generali,1043000
528999,"PIEMONTE, LIGURIA, VENETO (1)",Via Marpegane 7  36020 Campiglia dei Berici ( VI ),Tognetto srl,676000
529002,"PIEMONTE, LIGURIA, VENETO (1)","Via Pietro Caronelli, 28  31015 Conegliano ( TV )",Lavoro srl,1200000
529016,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via G. Marconi 9  40030 Castel di Casio ( BO ),Balestri Srl,1249000
529045,LOMBARDIA X FEDE,Via Angelo Zammarchi  25135 Brescia ( BS ),Migliorati Costruzioni srl,800000
529055,"PIEMONTE, LIGURIA, VENETO (1)",Via Torino  35020 Albignasego ( PD ),LG Costruzioni srl,1200000
529086,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Profeti  50051 Castelfiorentino ( FI ),Immobiliare Profeti srl,2200000
529130,LOMBARDIA X FEDE,Via Roma 65  26010 Ricengo ( CR ),Idro Termo Cremasca srl,800000
529152,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",via Circonvallazione 6  47838 Riccione ( RN ),Massari Group srl,1800000
529174,LOMBARDIA X FEDE,Via Cervino  22072 Cermenate ( CO ),Percassi Costruzioni srl,800000
529177,LOMBARDIA X FEDE,Via Privata San Romanello  20153 Milano ( MI ),Abbruscato Costruzioni srl; BSN COSTRUZIONI SRL; Primitalia Real Estate srl,2500000
529179,"PIEMONTE, LIGURIA, VENETO (1)",Loc. Col San martino  31010 Farra di Soligo ( TV ),Edilco SpA,2500000
529197,LOMBARDIA X FEDE,Via Puccini  21019 Somma Lombardo ( VA ),3F Costruzioni srl,1700000
529201,LOMBARDIA X FEDE,Loc. Casarola  24032 Torre de' Busi ( BG ),Roncelli Group srl,7000000
529259,LOMBARDIA X FEDE,Via Barrella 6  20157 Milano ( MI ),Ediltecno Restauri srl,15000000
529262,"PIEMONTE, LIGURIA, VENETO (1)",Via Turazza  35128 Padova ( PD ),Ballan Costruzioni srl,14000000
529270,"PIEMONTE, LIGURIA, VENETO (1)",Via Tesoriere   12011 Borgo San Dalmazzo ( CN ),Caselli Massimo Impresa Edile,2000000
529294,LOMBARDIA X FEDE,Via Piave  21019 Somma Lombardo ( VA ),Devero Costruzioni SpA,7000000
529377,"PIEMONTE, LIGURIA, VENETO (1)",C.so Nigra 35  10015 Ivrea ( TO ),Terra Costruzioni srl,2000000
529406,LOMBARDIA X FEDE,Loc. Fraciscio  23021 Campodolcino ( SO ),Edilizia Snider di Snider Mario & C snc,640000
529540,"PIEMONTE, LIGURIA, VENETO (1)","Via Cesare Battisti, 6  10028 Trofarello ( TO )",Immobiliare Horizon srl,3000000
529556,"PIEMONTE, LIGURIA, VENETO (1)",Via Archimede  28921 Verbania ( VB ),Costanzo srl,500000
529564,"PIEMONTE, LIGURIA, VENETO (1)",via Lancenigo  31100 Treviso ( TV ),Frattin Costruzioni srl,2700000
529601,LOMBARDIA X FEDE,Via Sant'Antonio  20822 Seveso ( MB ),Due T Imm.re srl,2480000
529611,LOMBARDIA X FEDE,Via dell'Artigianato  46010 Gazzuolo ( MN ),S2 srl,500000
529613,"PIEMONTE, LIGURIA, VENETO (1)",v.le Monfenera  31100 Treviso ( TV ),Cecchin srl,3600000
529636,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",V.le Trento 21  38010 Andalo ( TN ),Edilferretti srl,3680000
529724,LOMBARDIA X FEDE,Via Sella Nuova 10  20152 Milano ( MI ),AeC Costruzioni srl,15000000
529728,"PIEMONTE, LIGURIA, VENETO (1)",Sant'Antonino  31100 Treviso ( TV ),Cecchin srl,6000000
529730,"PIEMONTE, LIGURIA, VENETO (1)",Via G.Galilei  28062 Cameri ( NO ),Airoldi Costruzioni srl,2500000
529765,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via L. Murat 14  62029 Tolentino ( MC ),Q2 srl,600000
529770,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Loc. Lippo  40012 Calderara di Reno ( BO ),GG Giaquinto Costruzioni Generali srl,968000
529800,"PIEMONTE, LIGURIA, VENETO (1)",area Porta Nord  30027 San Donà di Piave ( VE ),Capogruppo ATI; Edil Lavori Srl,1749000
529815,LOMBARDIA X FEDE,Via A. Pozzi  25013 Carpenedolo ( BS ),Sigea Holding srl,6000000
529885,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via III Armata  33052 Cervignano del Friuli ( UD ),CP Costruzioni srl,1583000
529919,"PIEMONTE, LIGURIA, VENETO (1)",V.le Margherita 95  36100 Vicenza ( VI ),Santini Costruzioni,1500000
529920,"PIEMONTE, LIGURIA, VENETO (1)",Via Santissima Trinità  36015 Schio ( VI ),Adriacos srl Impresa Costruzioni Generali,5000000
530034,"PIEMONTE, LIGURIA, VENETO (1)",B.go San Gottardo 44  30026 Portogruaro ( VE ),Capogruppo ATI; Castellanimpianti srl,1463000
530038,LOMBARDIA X FEDE,Via Masera  25056 Ponte di Legno ( BS ),Bonavetti Costruzioni srl,1800000
530041,LOMBARDIA X FEDE,C.so Matteotti 3  23900 Lecco ( LC ),Picenni F.lli snc,500000
530050,"PIEMONTE, LIGURIA, VENETO (1)",via Gentileschi  10044 Pianezza ( TO ),Quintino Costruzioni SpA,3600000
530066,LOMBARDIA X FEDE,Via Pietro Venino 11   20093 Cologno Monzese ( MI ),GE Homes,2800000
530118,LOMBARDIA X FEDE,Via Leonardo da Vinci  20055 Vimodrone ( MI ),LDV Immobiliare srl,1200000
530133,LOMBARDIA X FEDE,Via Guido Rossa  20089 Rozzano ( MI ),Ranieri srl,1045000
530136,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Giulio Mattioli  42020 Albinea ( RE ),F&F Costruzioni Generali,900000
530171,LOMBARDIA X FEDE,Via Dei Ronchi di Sopra  24045 Fara Gera d'Adda ( BG ),Beccaceci srl; Consorzio Stabile Build scarl,1453000
530206,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Pertini  41042 Fiorano Modenese ( MO ),Arcadia Immobiliare srl,750000
530220,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Matteotti 12  40013 Castel Maggiore ( BO ),Cires Società Cooperativa,1865000
530301,LOMBARDIA X FEDE,Via delle Grazzine 22  25128 Brescia ( BS ),Lpl srl,1200000
530306,LOMBARDIA X FEDE,Via Giacomo Medici  20900 Monza ( MB ),Sant'Alessandra srl,4160000
530337,"PIEMONTE, LIGURIA, VENETO (1)",Via Zanettini  36025 Noventa Vicentina ( VI ),Mascotto Mario srl,1678000
530339,LOMBARDIA X FEDE,Via dell'Industria 38   46043 Castiglione delle Stiviere ( MN ),MC Prefabbricati SpA,2100000
530345,LOMBARDIA X FEDE,Via San Giulio  46030 Pomponesco ( MN ),Edilbig Costruzioni srl,920000
530362,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",V.le Vittoria 43   43121 Parma ( PR ),Consorzio Stabile Poliedro; Cooperativa Produzione e Lavoro Bruno Buozzi; integrato,1720000
530417,LOMBARDIA X FEDE,Via Diaz 48  20020 Magnago ( MI ),Gherardi Costruzioni srls,800000
530496,"PIEMONTE, LIGURIA, VENETO (1)",Via Einaudi  36100 Vicenza ( VI ),Sitecna Srl,709000
530542,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via delle Torbiere  55049 Viareggio ( LU ),Colombani Costruzioni srl,661000
530550,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Caduti di Nassrya  43126 Parma ( PR ),Bucci SpA,500000
530589,LOMBARDIA X FEDE,Via Cardinal Andrea Carlo Ferrari 15  20015 Parabiago ( MI ),MDG Immobiliare srl,1100000
530602,LOMBARDIA X FEDE,Via Trieste  20031 Cesate ( MI ),Annalisa Re srl,1500000
530603,LOMBARDIA X FEDE,Loc. Bereguardina   20080 Vernate ( MI ),Edilizia srl,1200000
530636,"PIEMONTE, LIGURIA, VENETO (1)",Torrion Quartara 1  28100 Novara ( NO ),Nuova Edil Pernate srl,1750000
530663,"PIEMONTE, LIGURIA, VENETO (1)",Loc. Capo San Donato  17024 Finale Ligure ( SV ),Ecoedile srl,1000000
530807,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",P.za Martiri della Libertà  56031 Bientina ( PI ),Alpha General Contractor srl,4000000
530829,LOMBARDIA X FEDE,Via Pablo Neruda  20861 Brugherio ( MB ),MC Costruzioni srl,4480000
530882,LOMBARDIA X FEDE,via Paravia 26  20100 Milano ( MI ),Doppia C Impianti di Capacchione Cosimo,807000
530915,"PIEMONTE, LIGURIA, VENETO (1)",via Verdi   28075 Grignasco ( NO ),La Torre srl,750000
530974,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via M. L. King 14  60020 Offagna ( AN ),Cecconi srl,900000
531125,LOMBARDIA X FEDE,Via Val Gardena 17  20128 Milano ( MI ),Giemme Costruzioni srl; Mossini Group srl,2600000
531131,"PIEMONTE, LIGURIA, VENETO (1)",Ca' di David  37135 Verona ( VR ),Toffalini Group srl,1350000
531151,LOMBARDIA X FEDE,Via Leopardi 19  20015 Parabiago ( MI ),Leonardo Costruzioni srl,2500000
531154,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via di Vittorio  33078 San Vito al Tagliamento ( PN ),Costruzioni Rusalen srl,1400000
531185,LOMBARDIA X FEDE,Via Decò  24068 Seriate ( BG ),MCF Costruzioni Generali,640000
531244,"PIEMONTE, LIGURIA, VENETO (1)",Via del Padre   10040 Leini ( TO ),MC Costruzioni srl,1200000
531311,LOMBARDIA X FEDE,Via San Giovanni Bosco  23880 Casatenovo ( LC ),Impresa Edile Costruzioni Sassella srl,800000
531346,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Fiume 21  29010 Pontenure ( PC ),Camia Costruzioni srl,600000
531347,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via De Andrè  29010 Pontenure ( PC ),Camia Costruzioni srl,600000
531412,"PIEMONTE, LIGURIA, VENETO (1)",Via Speranza 31   10099 San Mauro Torinese ( TO ),L'Operosa SpA,2225000
531415,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",loc. Villazzano - salita dei Molini  38123 Trento ( TN ),SEOB srl,2000000
531430,LOMBARDIA X FEDE,Via Legnone 32  20158 Milano ( MI ),Fata Capital srl,2800000
531441,LOMBARDIA X FEDE,Via Binda 12  20143 Milano ( MI ),Fata Capital srl,4500000
531461,LOMBARDIA X FEDE,Via Piave  23848 Oggiono ( LC ),Impresa Edile Piantanida Luca e Scalese Maurizio,640000
531556,LOMBARDIA X FEDE,Via Verga 1  25015 Desenzano del Garda ( BS ),Immobiliare Danilo srl,1000000
531558,LOMBARDIA X FEDE,Via Verga 5  25015 Desenzano del Garda ( BS ),Verghouse srl,800000
531645,LOMBARDIA X FEDE,Via Bignanico 18-20  22100 Como ( CO ),Opera Consorzio Stabile; SIME Restauri srl; Selva Mercurio srl,2623000
531649,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",V.le Europa 37  62022 Castelraimondo ( MC ),Minerva Costruzioni srl,2100000
531654,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Elsa Morante  41053 Maranello ( MO ),Immobiliare Le Querce srl,750000
531673,LOMBARDIA X FEDE,Via della Vignazza  23851 Galbiate ( LC ),Edile 3 srl,1600000
531716,LOMBARDIA X FEDE,Via Turati  20826 Misinto ( MB ),Soimod SpA,5500000
531718,LOMBARDIA X FEDE,Via Antonio Meucci  21050 Cairate ( VA ),SO.FA srl,1200000
531738,LOMBARDIA X FEDE,Via Alamanni 12  21056 Induno Olona ( VA ),D'Andrea Costruzioni srl,1000000
531745,LOMBARDIA X FEDE,Via Giovanni Pascoli  21050 Cantello ( VA ),Gilomach srl,650000
531826,"PIEMONTE, LIGURIA, VENETO (1)",Via Torino 46-48  10055 Condove ( TO ),Costruzioni Sara srl,2000000
531857,LOMBARDIA X FEDE,V.le Lombardia 24  20093 Cologno Monzese ( MI ),IM-LA Holding SpA,14000000
531860,LOMBARDIA X FEDE,Via Michele Pericle Negrotto 59  20157 Milano ( MI ),CBRE Italy,13000000
531861,LOMBARDIA X FEDE,Via Galliano  20812 Limbiate ( MB ),Genovesi Costruzioni sas di Genovesi E&C,1600000
531877,"PIEMONTE, LIGURIA, VENETO (1)",C.so Francia   10093 Collegno ( TO ),FIBE srl,2000000
531896,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Santa Caterina  41122 Modena ( MO ),ArCo Lavori s.coop.consortile; Enrico Colombo SpA; Palaser srl; VF Costruzioni e Restauri Srl,10909000
531926,LOMBARDIA X FEDE,Via Milano  20841 Carate Brianza ( MB ),Geoide Project and Contract srl,6880000
531939,"PIEMONTE, LIGURIA, VENETO (1)",Via Bassa 6  37066 Sommacampagna ( VR ),Costruzioni L & S; Mastropasqua Costruzioni srl,1054000
531972,LOMBARDIA X FEDE,Via Cav. di Vittorio Veneto  27022 Casorate Primo ( PV ),Maurelli Costruzioni srl,6000000
532000,"PIEMONTE, LIGURIA, VENETO (1)",Via Spiga 2  32043 Cortina d'Ampezzo ( BL ),Cappellari Costruzioni srl,1200000
532044,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Camillo Guidelli  41126 Modena ( MO ),CIAB Cooperativa Idrici ed Affini; Capogruppo ATI,2602000
532050,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via C. Maccari  60048 Ancona ( AN ),Vignoni srl,7600000
532071,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Roma  62035 Valfornace ( MC ),CAR Consorzio Artigiani Romagnolo soc. coop.,1873000
532073,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Orsoni  40054 Budrio ( BO ),Molinella Costruzioni srl,1350000
532119,LOMBARDIA X FEDE,Via Tocqueville 13   20154 Milano ( MI ),Fratelli Gelmini srl; Sercos Servizi Costruzioni SpA,25000000
532157,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via dei Ciliegi 26  50018 Scandicci ( FI ),Imprecal srl,804000
532249,LOMBARDIA X FEDE,Via Crocifisso   20871 Vimercate ( MB ),Devero Costruzioni SpA,7360000
532250,LOMBARDIA X FEDE,Via Ida Maria Encidi  20861 Brugherio ( MB ),Devero Costruzioni SpA,9920000
532251,LOMBARDIA X FEDE,Via Piacenza 1  20064 Gorgonzola ( MI ),Devero Costruzioni SpA,7000000
532254,LOMBARDIA X FEDE,Via Don Luigi Orione 22  20132 Milano ( MI ),RCM Restauro Consolidamento Manutenzione srl,2500000
532257,"PIEMONTE, LIGURIA, VENETO (1)",Via Romolo Fowst  35135 Padova ( PD ),De Facci Luigi SpA,3000000
532258,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Loc.Bagno  58023 Gavorrano ( GR ),BGS Bonifiche Grandi Siti srl,523000
532294,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Ravenna  43122 Parma ( PR ),Consorzio Stabile Poliedro; Consorzio Zenit Soc. Coop.,3398000
532338,LOMBARDIA X FEDE,Via Alleanza  20812 Limbiate ( MB ),Tipiesse SpA,1677000
532347,"PIEMONTE, LIGURIA, VENETO (1)",Via Pasubio  37057 San Giovanni Lupatoto ( VR ),Sistem Costruzioni srl,1278000
532374,LOMBARDIA X FEDE,Via Monte Rosa 96  20149 Milano ( MI ),BMB Costruzioni srl,1000000
532450,"PIEMONTE, LIGURIA, VENETO (1)",Via Torino 59   10036 Settimo Torinese ( TO ),PGA Immobiliare srl,3000000
532463,LOMBARDIA X FEDE,Via Zumbini 37  20143 Milano ( MI ),Giuppi srl,4000000
532464,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Curiel  50032 Borgo San Lorenzo ( FI ),Capogruppo ATI; TeCosIm srl; aggiudicato mediante sottoscrizione di Accordo Quadro - Cluster,1474000
532467,LOMBARDIA X FEDE,Via Guglielmo Marconi 23  25128 Brescia ( BS ),Immobiliare Marconi srl,800000
