Blocco,Ordine,ID Progetto,Indirizzo,Impresa,Tempo cumulato (s)
4,47,463902,Via San Massimo   10040 Rivalta di Torino ( TO ),Morabito Costruzioni; assegnato,74978
4,48,448515,Via N. Bixio 1  10043 Orbassano ( TO ),Martignon Costruzioni di Martignon Gabriele sas; assegnato,76491
4,49,533209,Via Belgio   10043 Orbassano ( TO ),ICT srl,77828
4,50,538301,Fraz. Fornaci  10092 Beinasco ( TO ),Consorzio CIDIS; assegnato,79544
4,51,526510,C.so Salvemini 25  10137 Torino ( TO ),Capogruppo ATI; G Quadro Impianti srl,81209
4,52,478867,Via Cravero 107  10095 Grugliasco ( TO ),Selva Mercurio srl,82954
4,53,469121,Via C.L.N.   10095 Grugliasco ( TO ),Cogeor srl; assegnato,84426
4,54,524048,C.so Francia 343-345-347  10093 Collegno ( TO ),Fiammengo Federico srl; integrato,85883
4,55,524337,Via Oberdan 10  10093 Collegno ( TO ),VGS Costruzioni; integrato,87475
4,56,538088,C.so Francia  10093 Collegno ( TO ),DueB Costruzioni srl,88929
4,57,531877,C.so Francia   10093 Collegno ( TO ),FIBE srl,90129
4,58,402002,C.so Francia 45  10100 Torino ( TO ),Nuova Siet SpA,91612
4,59,500677,Via G. Pacchiotti   10094 Giaveno ( TO ),Macchia srl,93338
4,60,529918,Via Bellardi 29 e C.so Brunelleschi 12-14  10146 Torino ( TO ),La Favorita srl; assegnato,94784
4,61,409086,Via Venezia  10070 Robassomero ( TO ),Intercostruzioni SpA; assegnato,97392
4,62,536882,Via delle Vigne  10070 San Carlo Canavese ( TO ),Abita Costruzioni srl; assegnato,100158
4,63,525748,Via Oglianico  10080 Salassa ( TO ),Iso Costruzioni sas,102326
4,64,523137,Via Torre Lavina  10080 Salassa ( TO ),JCS Costruzioni srl,103610
4,65,541534,Via Don Michele Cavaletto  10086 Rivarolo Canavese ( TO ),JCS Costruzioni srl,105010
4,66,518695,Via Salassa  10086 Rivarolo Canavese ( TO ),Costantino Costruzioni Edili srl,106656
4,67,505156,Via Argentera  10086 Rivarolo Canavese ( TO ),Mautino Armando & C snc,108055
4,68,505766,Loc. Vivario  10081 Castellamonte ( TO ),Artedil snc di Trossello e Cesare & C; assegnato,109932
4,69,534629,Via Montechiaro   10010 Candia Canavese ( TO ),Santina Angiolino & C srl; assegnato,112361
4,70,525980,Via Carducci Giosuè  10030 Rondissone ( TO ),Effepi Costruzioni srl,114605
4,71,538049,Via F. Crispi 4  10038 Verolengo ( TO ),Mulè Rosario & Figli srl; assegnato,116509
4,72,536885,Via C. Colombo 157  10020 Cavagnolo ( TO ),ARC Antonio Ribaudo Costruzioni srl,118556
4,73,531517,Via Filzi  13049 Tronzano Vercellese ( VC ),Marchioro Maurizio Costruzioni Edili,121626
4,74,489767,Via G. Ferraris  13100 Vercelli ( VC ),Notarimpresa SpA,124217
4,75,490142,Via Dante 87-89  13100 Vercelli ( VC ),Notarimpresa SpA,125610
4,76,489197,P.za Alciati 4-11-15  13100 Vercelli ( VC ),Notarimpresa SpA,127183
4,77,515210,Via Vercelli  13012 Borgo Vercelli ( VC ),Vesoli Francesco srl,129012
4,78,518255,Fr. Cameriano  28060 Casalino ( NO ),Edilpiemonte srl; assegnato,130740
4,79,541777,via Giulio Cesare  28100 Novara ( NO ),Capogruppo ATI; TK srl; assegnato,132548
4,80,507738,Via Giuseppe Zanoia 22  28100 Novara ( NO ),FIDES srl,133903
4,81,503391,Via Costantino Perazzi 34  28100 Novara ( NO ),Frola Group Costruzioni,135245
4,82,541854,Via B.Alfieri 6  28100 Novara ( NO ),Nuova Edil Pernate srl; assegnato,136613
4,83,522968,L.go San Martino   28100 Novara ( NO ),EDIL COIM srl,137954
4,84,532904,Via Beldì 6  28100 Novara ( NO ),Notarimpresa SpA,139264
4,85,454879,V.le Dante Alighieri 21  28100 Novara ( NO ),Notarimpresa SpA; assegnato,140661
4,86,477828,Area ex Campo Base TAV  28100 Novara ( NO ),Capogruppo ATI; Dussmann Service Italia,141958
4,87,532902,Via Luigi Antona 3  28100 Novara ( NO ),Nuova Edil Pernate srl + Nuova Edil Pernate srl; assegnato,143158
4,88,477823,Area ex campo base TAV  28100 Novara ( NO ),MIT srl,144358
4,89,500506,Via Buonarroti 18  28100 Novara ( NO ),Costruzioni Edili Ferrò srl,145710
4,90,501670,Via Cavour 3  28100 Novara ( NO ),Capogruppo ATI,147253
4,91,482388,Q.re Sant'Agabio  28100 Novara ( NO ),Mattioda Pierino & Figli SpA; integrato,148705
