Blocco,Ordine,ID Progetto,Indirizzo,Impresa,Tempo cumulato (s),Parte,Link Google Maps,Ultima,Descrizione
2,39,493748,Via Risorgimento  44022 Comacchio ( FE ),Alco Costruzioni srl,73993,4,"=HYPERLINK(""https://www.google.com/maps/dir/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464/44.6859721%2C12.1940148"", ""Blocco 2 Parte 4"")",,
2,40,493747,Via Tine  44022 Comacchio ( FE ),Cires Società Cooperativa; Consorzio Integra Società Cooperativa; Seep Bo srl; assegnato,75490,4,"=HYPERLINK(""https://www.google.com/maps/dir/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464/44.6859721%2C12.1940148"", ""Blocco 2 Parte 4"")",,
2,41,516711,via Abeti 22  44022 Comacchio ( FE ),Albieri srl,77313,5,"=HYPERLINK(""https://www.google.com/maps/dir/44.668213%2C12.2446034/44.7625854%2C12.1453606/44.8296325%2C12.1162043/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405"", ""Blocco 2 Parte 5"")",,
2,42,496932,Via Rodolfo Morandi 1  44023 Lagosanto ( FE ),P & C Costruzioni srl; Rico Costruzioni srl; integrato,79759,5,"=HYPERLINK(""https://www.google.com/maps/dir/44.668213%2C12.2446034/44.7625854%2C12.1453606/44.8296325%2C12.1162043/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405"", ""Blocco 2 Parte 5"")",,
2,43,496384,Via Sacco e Vanzetti  44021 Codigoro ( FE ),Cires Società Cooperativa; Consorzio Integra Società Cooperativa; Seep Bo srl,81788,5,"=HYPERLINK(""https://www.google.com/maps/dir/44.668213%2C12.2446034/44.7625854%2C12.1453606/44.8296325%2C12.1162043/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405"", ""Blocco 2 Parte 5"")",,
2,44,496942,Via Lorenzini 1  44020 Ostellato ( FE ),Medil srl Costruzioni Generali,84543,5,"=HYPERLINK(""https://www.google.com/maps/dir/44.668213%2C12.2446034/44.7625854%2C12.1453606/44.8296325%2C12.1162043/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405"", ""Blocco 2 Parte 5"")",,
2,45,496946,Via Roma 39  44015 Portomaggiore ( FE ),Alco Costruzioni srl,86544,5,"=HYPERLINK(""https://www.google.com/maps/dir/44.668213%2C12.2446034/44.7625854%2C12.1453606/44.8296325%2C12.1162043/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405"", ""Blocco 2 Parte 5"")",,
2,46,496560,Via Tisi 4  44011 Argenta ( FE ),Cires Società Cooperativa; Consorzio Integra Società Cooperativa; Seep Bo srl,88666,5,"=HYPERLINK(""https://www.google.com/maps/dir/44.668213%2C12.2446034/44.7625854%2C12.1453606/44.8296325%2C12.1162043/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405"", ""Blocco 2 Parte 5"")",,
2,47,479028,Via P. Togliatti  40050 Monte San Pietro ( BO ),Ter Costruzioni srl,88666,5,"=HYPERLINK(""https://www.google.com/maps/dir/44.668213%2C12.2446034/44.7625854%2C12.1453606/44.8296325%2C12.1162043/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405"", ""Blocco 2 Parte 5"")",,
2,48,495412,Via Lama di Reno 30  40043 Marzabotto ( BO ),Balestri Srl; Effe-Gi Impianti Srl,91416,5,"=HYPERLINK(""https://www.google.com/maps/dir/44.668213%2C12.2446034/44.7625854%2C12.1453606/44.8296325%2C12.1162043/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405"", ""Blocco 2 Parte 5"")",,
2,49,518963,Via Nazionale 86  40038 Vergato ( BO ),IOLA Costruzioni srl,93693,5,"=HYPERLINK(""https://www.google.com/maps/dir/44.668213%2C12.2446034/44.7625854%2C12.1453606/44.8296325%2C12.1162043/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405"", ""Blocco 2 Parte 5"")",,
2,50,519182,Loc. Ponte Palagio  40030 Grizzana Morandi ( BO ),Balestri Srl; Bernardi Sergio Srl; Capogruppo ATI; Tovoli Primo Srl,95574,5,"=HYPERLINK(""https://www.google.com/maps/dir/44.668213%2C12.2446034/44.7625854%2C12.1453606/44.8296325%2C12.1162043/44.7652349%2C11.8729277/44.6994501%2C11.8062143/44.6107088%2C11.8420214/44.4484287%2C11.1893038/44.3634498%2C11.216306/44.29088600000001%2C11.1155982/44.22773919999999%2C11.0577405"", ""Blocco 2 Parte 5"")",,
2,51,524431,Via Fornaci 12  40030 Castel di Casio ( BO ),Balestri Srl,97473,6,"=HYPERLINK(""https://www.google.com/maps/dir/44.157584%2C10.9793094/44.2785198%2C11.2734551/44.356627%2C10.5078975/43.79529%2C12.00567/43.777489%2C12.0911565"", ""Blocco 2 Parte 6"")",,
2,52,526592,Via Alpini d'Italia  40036 Monzuno ( BO ),Ingegneria & Costruzioni srl; assegnato,101760,6,"=HYPERLINK(""https://www.google.com/maps/dir/44.157584%2C10.9793094/44.2785198%2C11.2734551/44.356627%2C10.5078975/43.79529%2C12.00567/43.777489%2C12.0911565"", ""Blocco 2 Parte 6"")",,
2,53,489750,Loc. Quara  42010 Toano ( RE ),Tazzioli e Magnani srl,101760,6,"=HYPERLINK(""https://www.google.com/maps/dir/44.157584%2C10.9793094/44.2785198%2C11.2734551/44.356627%2C10.5078975/43.79529%2C12.00567/43.777489%2C12.0911565"", ""Blocco 2 Parte 6"")",,
2,54,463961,Via del Municipio 2  47028 Verghereto ( FC ),Baglioni srl,101760,6,"=HYPERLINK(""https://www.google.com/maps/dir/44.157584%2C10.9793094/44.2785198%2C11.2734551/44.356627%2C10.5078975/43.79529%2C12.00567/43.777489%2C12.0911565"", ""Blocco 2 Parte 6"")",,
2,55,520141,Loc. Balze  47028 Verghereto ( FC ),Edil Balze Srl; Lucos srl,104075,6,"=HYPERLINK(""https://www.google.com/maps/dir/44.157584%2C10.9793094/44.2785198%2C11.2734551/44.356627%2C10.5078975/43.79529%2C12.00567/43.777489%2C12.0911565"", ""Blocco 2 Parte 6"")",,
